row_Number,text,polarity
1236,"[<Sentence: «θα πρεπ υπαρχ σταθερ δεσμευς συμφων αποχωρης απαιτ πλαισι μελλοντ σχες μεταφραστ νομ κειμεν συντομ δυνατον», ",0
1238,"[<Sentence: κατα διαρκει συνεδρ προεδρ δηκ νικολ παπαδοπουλ εκ λογ αυθαιρες διοικητ συμβουλ οργανισμου, οποιο, οπως ανεφερ προχωρ εκδικητ προκηρυξ θες καλλιτεχν διευθυντ συμφων ορχηστρας, εβδομαδ μετα συνεδρ επιτροπ θεμ παρα εκκλης επιτροπ προχωρ συμβουλ καμ απολυτως ενεργεια, οποι διαφοροποι πραγματα.>, <Sentence: προειδοποι επισης κατα αυριαν ολομελει δεσμευτ κονδυλ αφορ συμφων ορχηστρα, συμπληρωματ προυπολογισμ υπουργει παιδει αποσυρθ θες προκηρυχθηκε.>, <Sentence: οπως ειπε, ολ καλλιτεχν διευθυντ εργαζ συμβολαι μεχρι εξι χρον κ. κουντουρ προσεφυγ δικαιοσυν ωστε καταστ αοριστ χρονου.>, <Sentence: ανεφερ επισης ξανασυμμετειχ ποτε συμβουλ οργανισμ οποι γιν τος καταγγελ ανωνυμ επωνυμες, οπως ειπ χαρακτηριστ «ξεσκιζουν εν σαρκ αλλου».>, <Sentence: προκειται, ειπε, ειμαστε απλ θεατ συνεχις εν πεισμ οδηγ διαδικας αποφας αντι επιλυ προβλημ επιδεινωνουν, οπως θεμ προσληψ καλλιτεχν διευθυντη.>, <Sentence: ανεφερ ακομ αντιπαραθες ειναι τος εντον συμφων ορχηστρα, οπως ειπωθ μεσα επιτροπη, φταν ακρ «με κανιβαλιζ εν εναντ αλλ οδηγ πουθενα».>, <Sentence: προεδρ δηκ νικολ παπαδοπουλος, δηλως του, ειπ κομμ αναγνωριζ σπουδαι εργ επιτελειτα συμφων ορχηστρ νε λυπ διαπιστων καποι “αλαζονικες, ετσιθελ μονομερ πραξ ενεργειες”, συμβαλ εν εποικοδομητ κλιμ επιλυς ",-1
1241,"[<Sentence: βρεταν πρωτευους τερεζ μ εδως δημοσιοτητ λευκ βιβλ εν σχεδ «μαλακης εξοδου», οποι αφην κρυ λουτρ σιτι, αλλα προβλεπ διατηρης στεν δεσμ μετωπ εμπορ αγαθων.>, <Sentence: παρα αρνητ αντιδρας σιτι, χρηματιστηρ λονδιν φαιν υποδεχ σχετ ικανοποιης σχεδιο, ενω ανοδ τας επικρατ υπολοιπ αγορ ευρωπης, μες προσδοκ αμβλυνς γεωπολιτ ",0
1242,"[<Sentence: ενοχλ μαλλον ρωτ συνδαιτυμον κ. μητσοτακη, γνωστ δειπν στηριξ του, προσωπ ενεκριναν, ανταλλαγματα», ητ απαντης γραφει τυπ συριζ ανακοινως ειχ καν νωριτερ γραφει τυπ ν.δ.διαβαστε ανακοινως νδ:«δεν περας λιγ καιρ εμειν κ. αντωνοπουλ χωρις επιδομ στεγας κυβερνης φροντις αποκαταστ διοριζ εκπροσωπ χωρ οοσα, οπου λαμβαν ακομ μεγαλ μισθ ακομ μεγαλ επιδομ στεγασησ.ο κ. ζουραρις, οποι εκδιωχθ υφυπουργ παιδει επειδη χυδαιολογ κατα οπαδ ποδοσφαιρ ομαδων, αποκαθιστ αντιπροεδρ βουλης, προφανως συντονιζ καλ “κερκιδα” βουλευτ συριζα-ανελ.ανθρωποι κριθ ακαταλληλ παραμειν κυβερνης ηθικ λογους, εντος ολιγ μην οχι μονον κριν καταλληλοι, αλλα επιβραβευ αλλ αξιοζηλευτ θεσεισ.με δυο λεξεις: ταραξατ ",-1
1243,"[<Sentence: εκτος ελεγχ πυρκαγ αγι αθανας λεμες σημει επιχειρ εναερ μεσα πυροσβες κινητοποιης βρισκ πυροσβεστ δυναμ κατασβες φωτι ξεσπας βορειοανατολ γερμαν ογκολογ κεντρου, αγι αθανας λεμεσου.>, <Sentence: νε ενημερως υπο μερικ ελεγχ τεθ πυρκαγ ξεσπας λεμες συγκεκριμεν περιοχ αγι αθανασιου, βορειοανατολ γερμαν ογκολογ ",-1
1245,"[<Sentence: κανονικα αυριο δρομολογ τραινος κανον διεξαγ αυριο παρασκευ ολ δρομολογ τραινος προαστιακου, καθως, μετα οριστ αποφας δικαστηριου, κριθ παρανομ απεργιακ κινητοποιης ",0
1246,"[<Sentence: υπουργει υγει διευκρινιζ λογ διαδικας αφορ προκηρυξ θεσεων, αλλα καταγραφ προτιμης υποψηφιων, ωστε φορεις, συμφων αναγκ οικονομ κατασταση, αντλ προσωπ ηλεκτρον πινακ υποψηφ προκυψουν.>, <Sentence: κριτηρ αυτ περιλαμβαν προυπηρες δομ υγειας, αυξημεν μοριοδοτης μοναδ εντατ θεραπει (μεθ) τμημ επειγοντ περιστατικων, ανεργια, καθως κοινων κριτηρια, οπως τριτεκνοι, πολυτεκνοι, μονογονεικ οικογενειες, ποσοστ αναπηρ πανω κλπ. προχωρ διαδικας καταχωρις αιτης τους, ενδιαφερομεν πρεπ ενημερωθ αναλυτ οδηγ ειναι αναρτημεν εφαρμογη.>, <Sentence: «με διαδικας αυτη, αποκτ πρωτ φορ εν αξιοπιστ διαφαν μηχανισμ εγκαιρ καλυψ αναγκ νοσηλευτ παραιατρ προσωπικο, διασφαλιζ ετσι επαρκ στελεχως νοσοκομει κεντρ υγει ολ χωρας» αναφερ ",0
1247,"[<Sentence: «το ιστορ αυτ γεγον ητ επιδειξ αντοχ δυνατοτητ πολιτ εναερ χωρο- ειναι ταιριαστ εγιν πλαισι εορτασμ χρον ειπ λιντεν μπλου, διευθυν συμβουλ «η επιτυχημεν πτης ειναι αποκορυφωμ σκληρ δουλει καινοτομ αφοσιωμεν εργαζομεν μας, ισχυρ δεσμ βρεταν υπηρες πολιτ αεροπορ εταιρ βρεταν βιομηχαν οπως αεροσκαφ εκτιθ πλαισι αεροπορ εκθες ",1
1248,"[<Sentence: τζορτζ κλουνει: πρωτ εικον μετα ατυχημ περπατ υποβασταζομεν εκδορ χερ πρωτ εικον τον, επειτα ατυχημ ειχ μηχαν σαρδηνια, ειδ φω δημοσιοτητασ.στις φωτογραφ διασημ ηθοποι φορ εν λευκ πολ μπλουζακ εν παντελον φαιν περπατ δυσκολια, ενω ειναι εμφαν εκδορ χερ του.>, <Sentence: μαλιστα, κρατ κουπαστ σκαλας, προκειμεν μπ αεροπλανο, ταξιδ επιστροφ πατριδ μαζ δυο παιδ τους, ελλ αλεξαντερ.ακομη εχ γιν γνωστ προορισμ οικογενει κλουν ποτε επιστρεψ σαρδηνια, οπου ηθοποι σκηνοθετ μιν σειρ 22».οπως ανεφερ αστυνομ πηγ οικογενει ηθοποι ανησυχ ιδιαιτερ καταστας μετα ",-1
1249,"[<Sentence: συμφων σχεδ παρουσιαστ εταιρεια, νε δημοτ αγορ λεμες διαθετ παραδοσιακ καταστηματα, εστιατορια, γραφεια, παιδοτοπ χωρ εκδηλωσεις, ενω ολ διαδικας βρισκ φας ",1
1252,"[<Sentence: «με χαλαρ δεσμ εε, χρηματοπιστωτ κλαδ σχετ αυτον υπηρες εχ μικρ δυνατοτητ δημιουργ θες εργασιας, παραγ φορ στηριξ αναπτυξ ευρ ",-1
1253,"[<Sentence: απο οθον πιατ παντ πιστευ διατροφ ειναι κατι εξαιρετ απλο, εν παιχνιδι.>, <Sentence: πειστ αυτ ειχ διαισθανθ πιατ ημερ συνταγες, δηλαδη ανθρωπ ειναι γνωστ μεσογειακ κουζινας,β) σεβ κανον υγιειν διατροφης, τος ποιοτητ φρεσκαδ πρωτ υλων, οσο μαγειρεμα.>, <Sentence: ακριβως οπως γιν αληθιν σπιτ φαγητο.που διν παντα, ποσοτητ ποιοτητ πραγματ χρειαζεσαι.>, <Sentence: φαγητ οπως τελ αφαιρ οποιαδηποτ δικαιολογ στραφ -και τραφεις- κατι λιγ καλ ",1
1254,"[<Sentence: αποτελεσμ εδειξ πουλ διαδραματιζ ζωτ ρολ υγει κοραλλιων, επειδη περιττωμ βο αναπαραγωγ κοραλλ οικοσυστημ βρισκ ",-1
1255,"[<Sentence: καθαροτητ υδατ αλλα ακτης, οργανως παραλιας, ασφαλει επισκεπτ επιλεγουν, οπως προστας φυς περιβαλλοντ ευαισθητοποιης μεσα ενημερως εργαζομεν επισκεπτ αλλα πραγματοποιης σχετ δρας συνθετ τεσσερις βασικ αξον κριτηρ συμμετοχ διακρις θεσμ γαλαζ σημαι αποτελ σημαντικ οικολογ συμβολ ποιοτητ παγκοσμ επιπεδο.εκτος παραλ γαλαζ σημαι βραβευτ υπολοιπ ξενοδοχει ομιλ πλαισιων κολπ μιραμπελλου,τα οποι διατηρ συγκεκριμεν διακρις περισς ",1
1256,"[<Sentence: εκπαιδευτικες οργανωσεις: επικινδυν αδιεξοδ οδηγειτα δημος εκπαιδευς φυλακτου: αυριανη, κρισιμ μαχ δημος σχολει επικινδυν αδιεξοδ οδηγ τομ δημος εκπαιδευσης, «οι ετσιθελ μονομερ αποφας υπουργ συμβουλιου, μετα εισηγης υπουργ παιδει πολιτισμ κωστ χαμπιαουρη, σχετ δηθεν εξορθολογισμ εκπαιδευτ εργου», ειπ προεδρ ποεδ φιλι φυλακτου, μιλ δημοσιογραφ διασκεψ εκπαιδευτ οργανως οελμεκ, ποεδ, ολτεκ, παρους δυο εκπροσωπ διδασκαλ ομοσπονδ ελλαδας.>, <Sentence: δυστυχως, πανω αφην περιθωρ οποιασδηποτ αλλ αντιδρας περα ληψ δυναμ μετρων, οποι διαρκες οσο χρον διαστημ χρειαστει, παντοτε πλαισι νομιμοτητας, οπως καθοριζ βασικ αρχ καθε συγχρον δημοκρατιας», προσθεσε.>, <Sentence: προεδρ ολτεκ παναγιωτ λυσανδρου, δικ δηλως ειπ αυριο διαδηλων προχειροτητ ανεπαρκει διαχειρις σοβαρ εκπαιδευτ θεμ υπουργ παιδει πολιτισμου, κωστ χαμπιαουρη, χωρις οποιονδηποτ προγραμματισμ προσθες χωρις υπαρχ στοχευς πλαν εχ αποφασιστ ανακοινωθ σαρωτ αλλαγ χωρ εκπαιδευς λαθ χρον στιγμ ειχ αυτ αποτελεσμ προκλ ολ αυτ πρωτοφαν κρις δημος εκπαιδευση.>, <Sentence: «ο υπουργ παιδει κυβερνης κ. αναστασιαδ αποφασις γιν μοναδικ χωρ κοσμο, οπου συνδικαλιστ παν σχολειο, λ αυτ ειναι εγκλημα, αντι μπορ συνδιαλεγ μαζ μας.>, <Sentence: δηλαδη θελ στειλ σχολει διαπραγματευ εαυτ τους; αλλ οργανως τοπ πεο, σεκ, πασυδ λειτουργ εμμισθ προσωπικο, επιχορηγ κρατος.>, <Sentence: αρχις σημεριν δημοσιογραφ διασκεψ εκπαιδευτ οργανως αναφορ σκεπτ αποφας ληψ μετρων, μοιραστ δημοσιογραφ υλ αφορ μικτ επιτροπ προσωπ (μεπευ), εξωδιδακτ εργ καθηγητ μες εκπαιδευσης, προτας ποεδ μεπευ, στοιχει διδακτ χρον εκπαιδευτ μες δικτυ «ευρυδικης», απαντητ επιστολ τοτε υπουργ παιδει κωστ καδ αναφορ επιστολ γενικ ελεγκτη, βασικ δικαιωμ συντεχν ερχ ευρωπη, κανονισμ λειτουργ δημος σχολει μες εκπαιδευσης.>, <Sentence: «γι’ αυτ καλ ζητ συμπαραστας ολ γονεων, μαθητ απλ πολιτων, προκειμεν αντικοψ διαλυς δημος σχολει οφελ ιδιωτ εκπαιδευσης.>, <Sentence: οργανωτ γραμματ διδασκαλ ομοσπονδ ελλαδ θανας γκουμας, δηλως ειπ βρισκ κυπρ συμπαρασταθ αγων γιν συνδικαλιστ εκπαιδευτ οργανως εξεφρας συμπαραστας τους.>, <Sentence: απαντ ερωτης κυπε, υπουργ παιδει ζητ αυριο ωρ διαμαρτυρ δ δεχτ συναντησουν, κ. φυλακτ ειπ προσκλης πρεπ ειναι επισημ ",-1
1257,"[<Sentence: αυξηθηκαν επι συριζ υπαλληλ βουλ συνεχιζ προσληψ βουλ ελλην συνολ αριθμ προσωπ αυξαν σταθερ κατα διακυβερνης συριζ μετακλητ υπαλληλ διπλασιαζ μεσα μην «πρωτης φορ αριστερα»!συμφωνα επικαιροποιημεν πινακ υπηρες κοινοβουλ ιουλ υπαλληλ ανερχ σημερ ειδικοτερα, μονιμ υπαλληλ ανερχ εργαζομεν συμβας ιδιωτ δικαι ειδικ φρουρ μετακλητ αριθμ επιστημον συνεργατ βουλευτων-ευρωβουλευτων βας στοιχει διευθυνς ανθρωπιν δυναμ επιμορφως βουλης, αντιστοιχ αριθμ προσωπ απριλ ανερχ εκ οποι μονιμοι, ιδιωτ δικαιου, ειδικ φρουρ ",0
1258,"[<Sentence: φινλαδ εταιρει ενημερως αυτ απροσμεν γεγον κοιν εν μηνυμ επαναπρογραμματισμ επισημ παρουσιας ανακοινωθ εφοσον προφανως εχ οριστ ακομ ακριβ ημερ ",-1
1259,"[<Sentence: ακομ αποτελ προληπτ εκστρατεια, αλλα σιγουρ αναλαβ δρας εναντ πραγμ θεωρ ειναι λαθ κατευθυνση».απο πλευρ εκτελεστ διευθυντ πιαρ ποβαρ, επιβεβαιως μεγαλ προβλημ ρως ητ σεξισμ κι αναφερθ ουκ ολιγ περιπτως γυναικ τηλεοπτ ρεπορτερ οποι οπαδ αγκαλιας αποπειραθ φιλ air..«αρκετοι αυτ οπαδ εχ ταυτοποι βοηθει ρως αστυνομ΄θιας εχ αφαιρεθ ειδικ ταυτοτητ επιτρεπ εισερχ γηπεδ ηδη καποι εχ απελαθει», σημειως πλευρ αντιεκ ενω ολ σκην πρεπ προστεθ συμβ φημισμεν φωτογραφ πρακτωρει (που ειναι επισημ συνεργατ fifa).πριν λιγ ημερ ιστοσελιδ δημιουργ εν αλμπουμ τιτλ «οι καυτ οπαδ παγκοσμ κυπελλο», οποι ειχ μον νεαρ γυναικ κερκιδ δρομ ρως πολεων... αλμπουμ προκαλες αντιδρας αλλα επιτροπ διαφορετικοτητ να... κατεβ σχεδον αμεσως καν λογ «για εν θλιβερ ασυγχωρητ λαθος» προαναγγελ εσωτερ ερευν δημιουργ ",-1
1260,"[<Sentence: διευθυνς τροχαι αττικης, ελεγχθ ευρ περιοχ κεντρ αθην (ακροπολη, συνταγμα, ομονοια, σταθμ υπεραστ λεωφορειων, σταθμ λαρισης, καθως σημει προορισμ διεθν αερολιμεν αθην λιμαν πειραια) συνολ οδηγ ταξι βεβαιωθ πειθαρχ παραβας κανονισμ λειτουργ ταξι.>, <Sentence: παραβας αυτ ενημερωθ αρμοδ πειθαρχ συμβουλ οδηγ ταξι επιβολ προβλεπομεν ποινων.>, <Sentence: επιπλεον, συνεληφθ εν οδηγ ταξι, οποιος, οπως διαπιστωθηκε, ειχ «πειραξει» ταμειακ μηχαν οχηματος, ειδικ συνδεσμολογ κρυφ διακοπτ οποι μπλοκαρ λειτουργ της, ωστε εκδιδ αποδειξεις, ταξιμετρ ητ κανον ",-1
1261,"[<Sentence: υπενθυμιζ τεταρτ νατ απηυθυν επισημ προσκλης πγδμ εναρξ ενταξιακ διαπραγματευσεων, προειδοποι παντως ενταξ σκοπ οργανισμ βορειοατλαντ συμφων ολοκληρωθ μεχρι λυθ οριστ ",0
1262,"[<Sentence: «καμπανες« πανω ευρ παραβας εργατ νομοθες συνολ ελεγχ καταστημ υγειονομ ενδιαφεροντος, χωρ αγροτ δραστηριοτητων, πτηνοτροφ κτηνοτροφ εγκαταστασεις, χωρ κατασκευαστ δραστηριοτητ βιομηχαν περιοχ διενηργησε, εως μαι σωμ επιθεωρης εργας (σεπε), συνεργας ελλην αστυνομια, πλαισι κοιν δρας καταπολεμης εμπορ ανθρωπων, σκοπ εργασιακ εκμεταλλευση.οι ελεγχ αφορ κυριως αδηλωτ εργασια, χρον ορι εργας εργαζομενων, αμοιβ εργαζομενων, εκπροθεσμ καταθες πινακ προσωπικου, αναρτης πινακ προσωπικου, απασχολης ανηλ χωρις βιβλιαρ εργας επιδειξ βιβλι υπερωριων.επιβληθηκαν διοικητ κυρως (προστιμα) παραβας διαταξ εργατ νομοθεσιας, συνολ πος συγκεκριμενα, βρεθ εργαζ αδηλωτ εργαζομενοι, διαφορετ ωραρ ρεπ εργαζομεν ενω ακομ περιπτως διαπιστωθ αλλ παραβας εργατ νομοθεσιασ.η πληρ διασφαλις συνθηκ εργας καταπολεμης εμπορ ανθρωπ σκοπ εργασιακ εκμεταλλευς ειναι ζητημ υψιστ προτεραιοτητ υπουργει εργασιας, κοινων ασφαλις κοινων ",-1
1263,"[<Sentence: παραλληλα, κ. αναστασιαδ ανεφερ οτι, ενοψ γεωτρης ξεν εταιρει φθινοπωρ αδειοδοτημεν τεμαχια, λευκως προκειτα παραμειν απαθ οποι προκλης αγκυρ αποκλειστ οικονομ ζων κυπριακ δημοκρατιας.>, <Sentence: αναφορ πρωτοβουλ καθιερως γλωσσαρ μεταξυ ελληνοκυπρ τουρκοκυπρ δημοσιογραφ κυπρ προεδρ δηλως θεωρ ακαιρη, επισημαιν «χωρις επιλυς κυπριακου, πραγματικοτητ κατοχ μπορ παψ ",0
1264,"[<Sentence: οταν ρωτ κατι δηλως τραμπ μπορ ερμηνευθ προειδοποιης ηπα ενδεχ παρακρατ αμυντ ικανοτητ ευρωπη, γκριμπαουσκαιτ απαντ ερμηνευ αυτον ",-1
1265,"[<Sentence: bmw εν μεταλλ γλυπτ γερμαν εταιρει προκαλες επαναστας παρουσιας καινοτομ τεσσερ χρον αργ εκ ακριβως ιδι μοντελ παρουσιαστ πρωτ φορ κοιν φετιν σαλον αυτοκινητ γενευης.>, <Sentence: αυτ γιν εργοστας ομιλ λειψ οπου ταυτοχρον κατασκευαζ τος εκδος οσο αναβαθμισμεν δυο μοντελ παραγ συμφων απαιτης πελατων, ενω μοιραζ ιδι γραμμ παραγωγης.>, <Sentence: γνωστ μετρ σχεδιας ελαφρ βαρ υιοθετ προηγουμεν μοντελ εχ προσαρμοστ σχολαστ ιδιαιτερ απαιτης διαθετ πορτ νε σχεδιασης, χωρις πλαισιο, ανοιγ πανω κατασκευαζ αλουμινεν εξωτερ ",1
1267,"[<Sentence: προχωρ στρατηγ συνεργας σκοπ αναπτυξ μιας καινοτομ υπηρες οποια, οπως υποστηριζ ανακοινως τους, αλλαξ δεδομεν διαχειρις ναυτιλιακ στολων.>, <Sentence: πλαισι συνεργασιας, εταιρει δηλως σχετικα: «η βελτιστοποιης διαχειρις εν πλοι ειναι αρρηκτ συνδεδεμεν λυς εξυπν προχωρ ιδιαιτερ χαρ συνεργει στοχ φερ νε αποχ ψηφιακ ναυτιλια».>, <Sentence: «λαμβανοντας υποψη τεχνολογ υπεροχ καθως δυναμ τρ εταιρειων, ειναι βεβαι συνεργας προσδως εξαιρετ οφελ ναυτιλιακ εταιρει εμπιστευθουν», αναφερ ",1
1268,"[<Sentence: εχ ακινητοποι ορ γκαμηλ υψομετρ μετρων, οταν βραχ αποκολλ βουνο, τραυματιστ σοβαρ ποδι.μαζι βρισκ φιλ του, οποι εκ ",1
1269,"[<Sentence: εταιρει αναπτυσς καινοτομ εφαρμογ κινητα, οποι ειναι ευχρηστ μοναδικ δεκαεννιαχρον ελλην επιστημονας, βαγγελ καραθανος, ιδρυτ εταιρει κερδις εντυπως κριτ παρουσιαζ τεχνητ νοημοσυν τεχνολογ αιχμ βοηθ λυς αγροτ παραγ ασφαλ υψηλ ποιοτητ καλλιεργειεσ.ο βαγγελ καραθαν ενταχθ ειδικ ελλην επιχειρηματ αποστολ ισραηλ, πραγματοποι σεπτεμβρ εκει εχ ευκαιρ συναντ ισραηλιν αντιπροσωπ επενδυτ κεφαλαι εταιρειων.>, <Sentence: διαθετ επισης εν πολ υψηλ καταρτις εργατ δυναμ επιστημον μηχαν ανα υπαλληλους, ενω μεγαλ πολυεθν εταιρει οπως ",1
1270,"[<Sentence: χαλανδρι: «επιασαν» επ αυτοφωρ ληστ που... χτυπ κουδουν επ αυτοφωρ συνεληφθησαν, χαλανδρι, αστυνομ υποδιευθυνς ασφαλει βορειανατολ αττικης, δυο αλβανοι, ηλικ ετων, διαρρηξ οικ διαφορ περιοχ βορειανατολ αττικησσυμφων αστυνομια, δραστες, κοιν αγνωστ συνεργ τους, εντοπιζ οικ αφου βεβαιων απους ενοικ χτυπ κουδουνι, εισεβαλ αυτες, κυριως νυχτεριν ",1
1271,"[<Sentence: πληθαινουν εμποδ προβλεψ διαιτητ δικαστηρια, διν δυνατοτητ επιχειρης επενδυτ προσβαλλ αποφας κυβερνησεων, εξελισς μεγαλ αγκαθ επικυρως συμφων ελευθερ εμπορ αναμεσα ευρωπαικ ενως καναδα.>, <Sentence: ομοσπονδιακ προεδρ χωρ αλεξαντερ β ντερ μπελεν ανακοινως υπογραψει, παρον, επικυρως αμφιλεγομεν συμφωνιας, αλλα αναμειν πρωτ σχετ αποφας ευρωπαικ ",-1
1272,"[<Sentence: επιπλεον, ζητ αμες αντιδρας κυβερνης αδιανοητ δηλως επιτροπ διευρυνσης, κ. χαν, περι αλλαγ συνορ συμφων ελλαδ αλβανια.οσον αφορ νομοσχεδ αφου αναφερθ αυτοδιοικητ μεταρρυθμις ",-1
1273,"[<Sentence: μιλ ραδιοφων σταθμ κ. κουβελ τονις «προκειται μια κινης πλευρ κυβερνης υπουργει εξωτερικων, οποι υπαγορευθ σπουδαιοτητ θεματος».>, <Sentence: θες αναδειξ ζητημ ειναι σημαντικ πολιτ γεγον συνδε κρατης αξιωματ αλλα εχ αλλ προεκτασεις, συμπεριφορ τουρκ διεθν πλαισι ευρωπαικ προσανατολισμο.>, <Sentence: ειναι εν χωρος, οποιος, ωρ αρν βασικ αρχ πολιτ αξιες, κατακρημνιστηκε, οχι μον ελλαδ αλλα ολοκληρ ευρωπη», υπογραμμις κ. ",0
1274,"[<Sentence: αναφερομεν ος υποστηριξ κυβερνης σχετ αλλαγ ημερομην εκλογων, δημαρχ αμαρους επισημ «η κεδ ουδεποτ εκ λογ αντισυνταγματικοτητα», αλλα «ελπιζει υπουργει εχ λαβ υποψη ισχυον θεσμ πλαισι προκειμεν υπαρξ συνεχει περιπετει οπως περιπτως προσληψ δημοτ υπαλληλ καθαριοτητα».>, <Sentence: χειροτερο, ομως, ειναι βαζ ταφοπλακ ελπιδ αλλαγες, αφου παραπεμπ αοριστ μελλον χωρις συγκεκριμεν χρονοδιαγραμμ υλοποιης αναγκαι αλλαγ μεταρρυθμις κρατ αυτοδιοικηση, συνδε μαλιστα εγχειρημ συνταγματ αναθεωρησης, αλλα δημοσιονομ ανακαμψ χωρας».>, <Sentence: μεσημερ αιρετ τοπ αυτοδιοικης α΄ βαθμ συμμετειχ εκτακτ γενικ συνελευς μετεβ βουλη, παρακολουθ συζητης νομοσχεδ «κλεισθενης» ενημερως βουλευτ αρνητ συνεπει που, οπως υποστηριζουν, εχ ",-1
1275,"[<Sentence: ηλεια: αντρ αμοκ εκ γυαλια-καρφια καταστημ τραυματις τρ ανθρωπ τελ πηρ παραβατ δρας εν κατω στρεφ τελευται διαστημ εχ αποφυλακιστ προκαλ διαρκως προβλημ περιοχη, καν μαρτυρ ζω κατοικων.>, <Sentence: απογευμ καταστας αμοκ επιτεθ τραυματις τουλαχιστον τρ αντρες, ενω προκαλες ζημ δυο καταστημ πεντ αυτοκινητ πελοπ κατω στρεφι.ο δραστ συνεληφθ μετα καταδιωξ χωρ σταθμευς σουπερ μαρκετ διασταυρως πλατανου.>, <Sentence: σημειων περισς ωρ επεισοδ κυκλοφορ εν τρακτερ οπου απειλ παρασυρ οποι βρισκ περασμ του.απο περασμεν σαββατ αρχις παρουσιαζ ιδιαιτερ επιθετ συμπεριφορα, οταν σταματ σημ ελεγχ αστυνομ ξεκιν καταδιωξ πυργ στρεφι.>, <Sentence: αρνης πρατηριουχ δως καυσιμ πιστως κατι ζητ επιμον τελευται διαστημα, εκ αντιδρας βιαι αρχιζ σπ τζαμαρ καταστημ προκαλ φθορ δυο σταθμευμεν οχηματα.μετα ος προκαλες εκει, επεστρεψ χωριο, οπου αλλοφρ επιτεθ οποι βρισκ μπροστ του.>, <Sentence: παραλιγ τραυματις αρκετ σοβαρ προεδρ χωρι οταν πεταξ εν ιμαντ μεταλλ κασταν πανω του, οπου τελευται στιγμ απεφυγ εσπας τζαμαρ ψησταριας, πισω του.εχοντας ειδοποι αστυνομια, προσεγγις σπιτ κ. στρεφι.>, <Sentence: κοσμ κινδυνευ δημαρχ ταξιδευει…» ειπ κ. τζουβαλησ.οι κατοικ περιοχ βρισκ δυσκολ θεση, καθως πιστευ δραστ επιστρεψ ξανα χωριο, προκαλες μεγαλ κακο, χωρις ",-1
1276,"[<Sentence: κ. καμμεν ειναι προσκεκλημεν γαλλ προεδρ εμανουελ μακρον υπουργ αμυν φλορανς ",0
1277,"[<Sentence: μηνυμα σολτς: ξεχαστ αλλαγ ος εχ ηδη συμφων μετα ληξ προγραμμ καθετ αντιθετ οποιαδηποτ αναστροφ ψηφισθεντ μετρ μεταπρογραμματ εποχ ητ γερμαν υπουργ οικονομ ολαφ σολτς μιλ ευρωπαικ κοινοβουλιο, φωτογραφιζ ουσιαστ συμφων οπως αυτ μετρ συνταξεων.σε ερωτης ευρωβουλευτ γιωργ κυρτς νε δημοκρατια, γερμαν υπουργ οικονομ απαντ αρχ στοχ τωρ ειναι ελλαδ επιστρεψ αγορ συνολ μεταπρογραμματ πλαισιο, μερ οποι ειναι δντ, χτιζ εμπιστοσυν ολ οικονομ παικτεσ.ειναι σημαντικ ομως γερμαν υπουργ υπαρξ οποιαδηποτ αλλαγ συμφων υπεγραφ αφορ περιοδ μετα τελ μνημονιου, καμ ελλην ",-1
1278,"[<Sentence: συγκεκριμεν συνεληφθ δυο ατομ οταν ερευν εγιν μεταξυ ωρ μελ οπ παφου, δικαστ ενταλμ οικ παφο, εντοπιστ πεντ αμφορ υψ εκατοστων, δυο πηλιν κουπ διαμετρ εκατοστων, καθως εν ηλεκτροφορ ροπαλο.>, <Sentence: πανω αντικειμεν κατασχεθ εξεταστ σημερ λειτουργ τμημ αρχαιοτητ οπου, διαπιστωθ προκειτα πηλιν σκευ οποι αναγ αρχαικ μεχρι ρωμαικ ",-1
1279,"[<Sentence: οπως προκυπτ πρακτ τελευται συνεδριας διοικητ συμβουλιου, δοθ σημερ δημοσιοτητα, κεντρ τραπεζιτ συμφων πρεπ υπαρξ βιαστ κινησεις, εξασφαλιστ πληθωρισμ μπορ διατηρ σταθερ κοντ στοχ συνεδριας ιουν προεδρ εκτ, μαρ ντραγκι, επεσημ επιτοκ διατηρ αμεταβλητ εως καλοκαιρ αξιωματουχ κεντρ τραπεζας, οπως διαφαιν πρακτικα, θελ επισημαν ουτε αυτ ειναι οριστ ",0
1281,"[<Sentence: επιβεβαιων πληροφορ συριζ επιχειρ ιδεολογ πολιτ τεχνασμ αλως κεντροαριστερ χωρου, υποστηριξ «εαν κιναλλ στηριξ απλ αναλογ επιβεβαιως ειναι εν μορφωμ λειτουργ ουρ νε δημοκρατιας».υπενθυμιζεται διαταξ απλ αναλογ εθν εκλογ ειχ ψηφιστ ολομελει βουλης, αλλα λιγ ψηφ κατα συνταγμ ειναι απαραιτητ εφαρμοστ αμες οχι ",0
